Denomination,Year,Monarch,Desc,Variety,Strike Type,Metal,Mintage,,,,,,,,,,,,,,,,,,18
Florin,1925,George V,Four Shields,,Business Strike,.500 Silver,1404000,,,,,,,,,,,,,,,,,,
Florin,1926,George V,Four Shields,,Business Strike,.500 Silver,5125000,,,,,,,,,,,,,,,,,,
Florin,1927,George V,Four Sceptres,,Proof,.500 Silver,15000,,,,,,,,,,,,,,,,,,
Florin,1927,George V,Four Sceptres,,Matte Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Florin,1928,George V,Four Sceptres,,Business Strike,.500 Silver,11088000,,,,,,,,,,,,,,,,,,
Florin,1928,George V,Four Sceptres,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Florin,1929,George V,Four Sceptres,,Business Strike,.500 Silver,16397000,,,,,,,,,,,,,,,,,,
Florin,1929,George V,Four Sceptres,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Florin,1930,George V,Four Sceptres,,Business Strike,.500 Silver,5734000,,,,,,,,,,,,,,,,,,
Florin,1930,George V,Four Sceptres,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Florin,1931,George V,Four Sceptres,,Business Strike,.500 Silver,6556000,,,,,,,,,,,,,,,,,,
Florin,1931,George V,Four Sceptres,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Florin,1932,George V,Four Sceptres,,Business Strike,.500 Silver,717000,,,,,,,,,,,,,,,,,,
Florin,1932,George V,Four Sceptres,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Florin,1933,George V,Four Sceptres,,Business Strike,.500 Silver,8685000,,,,,,,,,,,,,,,,,,
Florin,1933,George V,Four Sceptres,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Florin,1935,George V,Four Sceptres,,Business Strike,.500 Silver,7541000,,,,,,,,,,,,,,,,,,
Florin,1935,George V,Four Sceptres,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Florin,1936,George V,Four Sceptres,,Business Strike,.500 Silver,9897000,,,,,,,,,,,,,,,,,,
Florin,1936,George V,Four Sceptres,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Florin,1937,George VI,Crowned Tudor Rose,,Business Strike,.500 Silver,13007000,,,,,,,,,,,,,,,,,,
Florin,1937,George VI,Crowned Tudor Rose,,Proof,.500 Silver,26000,,,,,,,,,,,,,,,,,,
Florin,1937,George VI,Crowned Tudor Rose,,Matte Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Florin,1938,George VI,Crowned Tudor Rose,,Business Strike,.500 Silver,7909000,,,,,,,,,,,,,,,,,,
Florin,1938,George VI,Crowned Tudor Rose,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Florin,1939,George VI,Crowned Tudor Rose,,Business Strike,.500 Silver,20851000,,,,,,,,,,,,,,,,,,
Florin,1939,George VI,Crowned Tudor Rose,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Florin,1940,George VI,Crowned Tudor Rose,,Business Strike,.500 Silver,18700000,,,,,,,,,,,,,,,,,,
Florin,1940,George VI,Crowned Tudor Rose,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Florin,1941,George VI,Crowned Tudor Rose,,Business Strike,.500 Silver,24451000,,,,,,,,,,,,,,,,,,
Florin,1941,George VI,Crowned Tudor Rose,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Florin,1942,George VI,Crowned Tudor Rose,,Business Strike,.500 Silver,39895000,,,,,,,,,,,,,,,,,,
Florin,1942,George VI,Crowned Tudor Rose,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Florin,1943,George VI,Crowned Tudor Rose,,Business Strike,.500 Silver,26712000,,,,,,,,,,,,,,,,,,
Florin,1943,George VI,Crowned Tudor Rose,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Florin,1944,George VI,Crowned Tudor Rose,,Business Strike,.500 Silver,27560000,,,,,,,,,,,,,,,,,,
Florin,1944,George VI,Crowned Tudor Rose,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Florin,1945,George VI,Crowned Tudor Rose,,Business Strike,.500 Silver,25858000,,,,,,,,,,,,,,,,,,
Florin,1945,George VI,Crowned Tudor Rose,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Florin,1946,George VI,Crowned Tudor Rose,,Business Strike,.500 Silver,22300000,,,,,,,,,,,,,,,,,,
Florin,1946,George VI,Crowned Tudor Rose,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Florin,1947,George VI,Crowned Tudor Rose,,Business Strike,NiCu,22910000,,,,,,,,,,,,,,,,,,
Florin,1947,George VI,Crowned Tudor Rose,,Proof,NiCu,,,,,,,,,,,,,,,,,,,
Florin,1948,George VI,Crowned Tudor Rose,,Business Strike,NiCu,67554000,,,,,,,,,,,,,,,,,,
Florin,1948,George VI,Crowned Tudor Rose,,Proof,NiCu,,,,,,,,,,,,,,,,,,,
Florin,1949,George VI,Crowned Tudor Rose,,Business Strike,NiCu,28615000,,,,,,,,,,,,,,,,,,
Florin,1949,George VI,Crowned Tudor Rose,,Proof,NiCu,,,,,,,,,,,,,,,,,,,
Florin,1950,George VI,Crowned Tudor Rose,,Business Strike,NiCu,24357000,,,,,,,,,,,,,,,,,,
Florin,1950,George VI,Crowned Tudor Rose,,Proof,NiCu,18000,,,,,,,,,,,,,,,,,,
Florin,1950,George VI,Crowned Tudor Rose,,Matte Proof,NiCu,,,,,,,,,,,,,,,,,,,
Florin,1951,George VI,Crowned Tudor Rose,,Business Strike,NiCu,27412000,,,,,,,,,,,,,,,,,,
Florin,1951,George VI,Crowned Tudor Rose,,Proof,NiCu,20000,,,,,,,,,,,,,,,,,,
Florin,1951,George VI,Crowned Tudor Rose,,Matte Proof,NiCu,,,,,,,,,,,,,,,,,,,
Florin,1953,Elizabeth II,Encircled Tudor Rose,,Business Strike,NiCu,11959000,,,,,,,,,,,,,,,,,,
Florin,1953,Elizabeth II,Encircled Tudor Rose,,Proof,NiCu,40000,,,,,,,,,,,,,,,,,,
Florin,1953,Elizabeth II,Encircled Tudor Rose,,Matte Proof,NiCu,,,,,,,,,,,,,,,,,,,
Florin,1954,Elizabeth II,Encircled Tudor Rose,,Business Strike,NiCu,13085000,,,,,,,,,,,,,,,,,,
Florin,1954,Elizabeth II,Encircled Tudor Rose,,Proof,NiCu,,,,,,,,,,,,,,,,,,,
Florin,1955,Elizabeth II,Encircled Tudor Rose,,Business Strike,NiCu,25887000,,,,,,,,,,,,,,,,,,
Florin,1955,Elizabeth II,Encircled Tudor Rose,,Proof,NiCu,,,,,,,,,,,,,,,,,,,
Florin,1956,Elizabeth II,Encircled Tudor Rose,,Business Strike,NiCu,47824000,,,,,,,,,,,,,,,,,,
Florin,1956,Elizabeth II,Encircled Tudor Rose,,Proof,NiCu,,,,,,,,,,,,,,,,,,,
Florin,1957,Elizabeth II,Encircled Tudor Rose,,Business Strike,NiCu,33070999,,,,,,,,,,,,,,,,,,
Florin,1957,Elizabeth II,Encircled Tudor Rose,,Proof,NiCu,,,,,,,,,,,,,,,,,,,
Florin,1958,Elizabeth II,Encircled Tudor Rose,,Business Strike,NiCu,9565000,,,,,,,,,,,,,,,,,,
Florin,1958,Elizabeth II,Encircled Tudor Rose,,Proof,NiCu,,,,,,,,,,,,,,,,,,,
Florin,1959,Elizabeth II,Encircled Tudor Rose,,Business Strike,NiCu,14080000,,,,,,,,,,,,,,,,,,
Florin,1959,Elizabeth II,Encircled Tudor Rose,,Proof,NiCu,,,,,,,,,,,,,,,,,,,
Florin,1960,Elizabeth II,Encircled Tudor Rose,,Business Strike,NiCu,13832000,,,,,,,,,,,,,,,,,,
Florin,1960,Elizabeth II,Encircled Tudor Rose,,Proof,NiCu,,,,,,,,,,,,,,,,,,,
Florin,1961,Elizabeth II,Encircled Tudor Rose,,Business Strike,NiCu,37735000,,,,,,,,,,,,,,,,,,
Florin,1961,Elizabeth II,Encircled Tudor Rose,,Proof,NiCu,,,,,,,,,,,,,,,,,,,
Florin,1962,Elizabeth II,Encircled Tudor Rose,,Business Strike,NiCu,35148000,,,,,,,,,,,,,,,,,,
Florin,1962,Elizabeth II,Encircled Tudor Rose,,Proof,NiCu,,,,,,,,,,,,,,,,,,,
Florin,1963,Elizabeth II,Encircled Tudor Rose,,Business Strike,NiCu,26471000,,,,,,,,,,,,,,,,,,
Florin,1963,Elizabeth II,Encircled Tudor Rose,,Proof,NiCu,,,,,,,,,,,,,,,,,,,
Florin,1964,Elizabeth II,Encircled Tudor Rose,,Business Strike,NiCu,16539000,,,,,,,,,,,,,,,,,,
Florin,1965,Elizabeth II,Encircled Tudor Rose,,Business Strike,NiCu,48163000,,,,,,,,,,,,,,,,,,
Florin,1966,Elizabeth II,Encircled Tudor Rose,,Business Strike,NiCu,83999000,,,,,,,,,,,,,,,,,,
Florin,1967,Elizabeth II,Encircled Tudor Rose,,Business Strike,NiCu,39718000,,,,,,,,,,,,,,,,,,
Florin,1970,Elizabeth II,Encircled Tudor Rose,,Proof,NiCu,750000,,,,,,,,,,,,,,,,,,
HalfCrown,1816,George III,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1817,George III,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1818,George III,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1819,George III,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1820,George III,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1821,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1822,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1823,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1824,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1825,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1826,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1827,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1828,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1829,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1830,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1831,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1832,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1833,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1834,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1835,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1836,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1837,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1838,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1839,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1840,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1841,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1842,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1843,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1844,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1845,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1846,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1847,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1848,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1849,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1850,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1851,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1852,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1853,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1854,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1855,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1856,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1857,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1858,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1859,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1860,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1861,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1862,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1863,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1864,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1865,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1866,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1867,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1868,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1869,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1870,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1871,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1872,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1873,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1874,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1875,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1876,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1877,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1878,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1879,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1880,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1881,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1882,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1883,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1884,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1885,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1886,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1887,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1888,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1889,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1890,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1891,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1892,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1893,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1894,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1895,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1896,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1897,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1898,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1899,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1900,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1901,Victoria,Spade Shield,,Business Strike,.925 Silver,1577000,,,,,,,,,,,,,,,,,,
HalfCrown,1902,Edward VII,Eared Shield,,Business Strike,.925 Silver,1316000,,,,,,,,,,,,,,,,,,
HalfCrown,1902,Edward VII,Eared Shield,,Matte Proof,.925 Silver,15000,,,,,,,,,,,,,,,,,,
HalfCrown,1903,Edward VII,Eared Shield,,Business Strike,.925 Silver,275000,,,,,,,,,,,,,,,,,,
HalfCrown,1904,Edward VII,Eared Shield,,Business Strike,.925 Silver,710000,,,,,,,,,,,,,,,,,,
HalfCrown,1905,Edward VII,Eared Shield,,Business Strike,.925 Silver,166000,,,,,,,,,,,,,,,,,,
HalfCrown,1906,Edward VII,Eared Shield,,Business Strike,.925 Silver,2886000,,,,,,,,,,,,,,,,,,
HalfCrown,1907,Edward VII,Eared Shield,,Business Strike,.925 Silver,3694000,,,,,,,,,,,,,,,,,,
HalfCrown,1908,Edward VII,Eared Shield,,Business Strike,.925 Silver,1759000,,,,,,,,,,,,,,,,,,
HalfCrown,1909,Edward VII,Eared Shield,,Business Strike,.925 Silver,3052000,,,,,,,,,,,,,,,,,,
HalfCrown,1910,Edward VII,Eared Shield,,Business Strike,.925 Silver,2558000,,,,,,,,,,,,,,,,,,
HalfCrown,1911,George V,Eared Shield,,Business Strike,.925 Silver,2915000,,,,,,,,,,,,,,,,,,
HalfCrown,1911,George V,Eared Shield,,Proof,.925 Silver,6007,,,,,,,,,,,,,,,,,,
HalfCrown,1912,George V,Eared Shield,,Business Strike,.925 Silver,4701000,,,,,,,,,,,,,,,,,,
HalfCrown,1913,George V,Eared Shield,,Business Strike,.925 Silver,4090000,,,,,,,,,,,,,,,,,,
HalfCrown,1914,George V,Eared Shield,,Business Strike,.925 Silver,18333000,,,,,,,,,,,,,,,,,,
HalfCrown,1915,George V,Eared Shield,,Business Strike,.925 Silver,32433000,,,,,,,,,,,,,,,,,,
HalfCrown,1916,George V,Eared Shield,,Business Strike,.925 Silver,29530000,,,,,,,,,,,,,,,,,,
HalfCrown,1917,George V,Eared Shield,,Business Strike,.925 Silver,11172000,,,,,,,,,,,,,,,,,,
HalfCrown,1918,George V,Eared Shield,,Business Strike,.925 Silver,29080000,,,,,,,,,,,,,,,,,,
HalfCrown,1919,George V,Eared Shield,,Business Strike,.925 Silver,10267000,,,,,,,,,,,,,,,,,,
HalfCrown,1920,George V,Eared Shield,,Business Strike,.500 Silver,17983000,,,,,,,,,,,,,,,,,,
HalfCrown,1921,George V,Eared Shield,,Business Strike,.500 Silver,17983000,,,,,,,,,,,,,,,,,,
HalfCrown,1922,George V,Eared Shield,Rev of '21,Business Strike,.500 Silver,17983000,,,,,,,,,,,,,,,,,,
HalfCrown,1922,George V,Eared Shield,Rev of '23,Business Strike,.500 Silver,Inc Abv,,,,,,,,,,,,,,,,,,
HalfCrown,1923,George V,Eared Shield,,Business Strike,.500 Silver,26309000,,,,,,,,,,,,,,,,,,
HalfCrown,1924,George V,Eared Shield,,Business Strike,.500 Silver,5866000,,,,,,,,,,,,,,,,,,
HalfCrown,1924,George V,Eared Shield,,Business Strike,.500 Silver,2,,,,,,,,,,,,,,,,,,
HalfCrown,1925,George V,Eared Shield,,Business Strike,.500 Silver,1413000,,,,,,,,,,,,,,,,,,
HalfCrown,1926,George V,Eared Shield,,Business Strike,.500 Silver,4474000,,,,,,,,,,,,,,,,,,
HalfCrown,1927,George V,Bouche Shield,,Proof,.500 Silver,15000,,,,,,,,,,,,,,,,,,
HalfCrown,1927,George V,Bouche Shield,,Matte Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1928,George V,Bouche Shield,,Business Strike,.500 Silver,18763000,,,,,,,,,,,,,,,,,,
HalfCrown,1928,George V,Bouche Shield,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1929,George V,Bouche Shield,,Business Strike,.500 Silver,17633000,,,,,,,,,,,,,,,,,,
HalfCrown,1929,George V,Bouche Shield,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1930,George V,Bouche Shield,,Business Strike,.500 Silver,810000,,,,,,,,,,,,,,,,,,
HalfCrown,1930,George V,Bouche Shield,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1931,George V,Bouche Shield,,Business Strike,.500 Silver,11264000,,,,,,,,,,,,,,,,,,
HalfCrown,1931,George V,Bouche Shield,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1932,George V,Bouche Shield,,Business Strike,.500 Silver,4794000,,,,,,,,,,,,,,,,,,
HalfCrown,1932,George V,Bouche Shield,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1933,George V,Bouche Shield,,Business Strike,.500 Silver,10311000,,,,,,,,,,,,,,,,,,
HalfCrown,1933,George V,Bouche Shield,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1934,George V,Bouche Shield,,Business Strike,.500 Silver,2422000,,,,,,,,,,,,,,,,,,
HalfCrown,1934,George V,Bouche Shield,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1935,George V,Bouche Shield,,Business Strike,.500 Silver,7022000,,,,,,,,,,,,,,,,,,
HalfCrown,1935,George V,Bouche Shield,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1936,George V,Bouche Shield,,Business Strike,.500 Silver,7039000,,,,,,,,,,,,,,,,,,
HalfCrown,1936,George V,Bouche Shield,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1937,George VI,Concave Shield,,Business Strike,.500 Silver,9106000,,,,,,,,,,,,,,,,,,
HalfCrown,1937,George VI,Concave Shield,,Proof,.500 Silver,26000,,,,,,,,,,,,,,,,,,
HalfCrown,1937,George VI,Concave Shield,,Matte Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1938,George VI,Concave Shield,,Business Strike,.500 Silver,6426000,,,,,,,,,,,,,,,,,,
HalfCrown,1938,George VI,Concave Shield,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1939,George VI,Concave Shield,,Business Strike,.500 Silver,15479000,,,,,,,,,,,,,,,,,,
HalfCrown,1939,George VI,Concave Shield,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1940,George VI,Concave Shield,,Business Strike,.500 Silver,17948000,,,,,,,,,,,,,,,,,,
HalfCrown,1940,George VI,Concave Shield,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1941,George VI,Concave Shield,,Business Strike,.500 Silver,15774000,,,,,,,,,,,,,,,,,,
HalfCrown,1941,George VI,Concave Shield,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1942,George VI,Concave Shield,,Business Strike,.500 Silver,31220000,,,,,,,,,,,,,,,,,,
HalfCrown,1942,George VI,Concave Shield,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1943,George VI,Concave Shield,,Business Strike,.500 Silver,15463000,,,,,,,,,,,,,,,,,,
HalfCrown,1943,George VI,Concave Shield,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1944,George VI,Concave Shield,,Business Strike,.500 Silver,15255000,,,,,,,,,,,,,,,,,,
HalfCrown,1944,George VI,Concave Shield,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1945,George VI,Concave Shield,,Business Strike,.500 Silver,19849000,,,,,,,,,,,,,,,,,,
HalfCrown,1945,George VI,Concave Shield,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1946,George VI,Concave Shield,,Business Strike,.500 Silver,22725000,,,,,,,,,,,,,,,,,,
HalfCrown,1946,George VI,Concave Shield,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
HalfCrown,1947,George VI,Concave Shield,,Business Strike,CuNi,21910000,,,,,,,,,,,,,,,,,,
HalfCrown,1947,George VI,Concave Shield,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
HalfCrown,1948,George VI,Concave Shield,,Business Strike,CuNi,71165000,,,,,,,,,,,,,,,,,,
HalfCrown,1948,George VI,Concave Shield,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
HalfCrown,1949,George VI,Concave Shield,,Business Strike,CuNi,28273000,,,,,,,,,,,,,,,,,,
HalfCrown,1949,George VI,Concave Shield,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
HalfCrown,1950,George VI,Concave Shield,,Business Strike,CuNi,28336000,,,,,,,,,,,,,,,,,,
HalfCrown,1950,George VI,Concave Shield,,Proof,CuNi,18000,,,,,,,,,,,,,,,,,,
HalfCrown,1950,George VI,Concave Shield,,Matte Proof,CuNi,,,,,,,,,,,,,,,,,,,
HalfCrown,1951,George VI,Concave Shield,,Business Strike,CuNi,9004000,,,,,,,,,,,,,,,,,,
HalfCrown,1951,George VI,Concave Shield,,Proof,CuNi,20000,,,,,,,,,,,,,,,,,,
HalfCrown,1951,George VI,Concave Shield,,Matte Proof,CuNi,,,,,,,,,,,,,,,,,,,
HalfCrown,1952,George VI,Concave Shield,,Business Strike,CuNi,1,,,,,,,,,,,,,,,,,,
HalfCrown,1952,George VI,Concave Shield,,Proof,CuNi,1,,,,,,,,,,,,,,,,,,
HalfCrown,1953,Elizabeth II,Scroll Eared Shield,,Business Strike,CuNi,4333000,,,,,,,,,,,,,,,,,,
HalfCrown,1953,Elizabeth II,Scroll Eared Shield,,Proof,CuNi,40000,,,,,,,,,,,,,,,,,,
HalfCrown,1953,Elizabeth II,Scroll Eared Shield,,Matte Proof,CuNi,,,,,,,,,,,,,,,,,,,
HalfCrown,1954,Elizabeth II,Scroll Eared Shield,,Business Strike,CuNi,11615000,,,,,,,,,,,,,,,,,,
HalfCrown,1954,Elizabeth II,Scroll Eared Shield,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
HalfCrown,1955,Elizabeth II,Scroll Eared Shield,,Business Strike,CuNi,23629000,,,,,,,,,,,,,,,,,,
HalfCrown,1955,Elizabeth II,Scroll Eared Shield,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
HalfCrown,1956,Elizabeth II,Scroll Eared Shield,,Business Strike,CuNi,33935000,,,,,,,,,,,,,,,,,,
HalfCrown,1956,Elizabeth II,Scroll Eared Shield,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
