Denomination,Year,Monarch,Desc,Variety,Strike Type,Metal,Mintage,,,,,,,,,,,,,,,,,,18
HalfCrown,1957,Elizabeth II,Scroll Eared Shield,,Business Strike,CuNi,34201000,,,,,,,,,,,,,,,,,,
HalfCrown,1957,Elizabeth II,Scroll Eared Shield,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
HalfCrown,1958,Elizabeth II,Scroll Eared Shield,,Business Strike,CuNi,15746000,,,,,,,,,,,,,,,,,,
HalfCrown,1958,Elizabeth II,Scroll Eared Shield,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
HalfCrown,1959,Elizabeth II,Scroll Eared Shield,,Business Strike,CuNi,9029000,,,,,,,,,,,,,,,,,,
HalfCrown,1959,Elizabeth II,Scroll Eared Shield,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
HalfCrown,1960,Elizabeth II,Scroll Eared Shield,,Business Strike,CuNi,19929000,,,,,,,,,,,,,,,,,,
HalfCrown,1960,Elizabeth II,Scroll Eared Shield,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
HalfCrown,1961,Elizabeth II,Scroll Eared Shield,,Business Strike,CuNi,25888000,,,,,,,,,,,,,,,,,,
HalfCrown,1961,Elizabeth II,Scroll Eared Shield,,Prooflike,CuNi,,,,,,,,,,,,,,,,,,,
HalfCrown,1961,Elizabeth II,Scroll Eared Shield,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
HalfCrown,1962,Elizabeth II,Scroll Eared Shield,,Business Strike,CuNi,24013000,,,,,,,,,,,,,,,,,,
HalfCrown,1963,Elizabeth II,Scroll Eared Shield,,Business Strike,CuNi,17625000,,,,,,,,,,,,,,,,,,
HalfCrown,1964,Elizabeth II,Scroll Eared Shield,,Business Strike,CuNi,5974000,,,,,,,,,,,,,,,,,,
HalfCrown,1965,Elizabeth II,Scroll Eared Shield,,Business Strike,CuNi,9778000,,,,,,,,,,,,,,,,,,
HalfCrown,1966,Elizabeth II,Scroll Eared Shield,,Business Strike,CuNi,13375000,,,,,,,,,,,,,,,,,,
HalfCrown,1967,Elizabeth II,Scroll Eared Shield,,Business Strike,CuNi,33058000,,,,,,,,,,,,,,,,,,
HalfCrown,1970,Elizabeth II,Scroll Eared Shield,,Proof,CuNi,750000,,,,,,,,,,,,,,,,,,
Crown,1818,George III,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Crown,1819,George III,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Crown,1820,George III,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Crown,1839,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Crown,1844,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Crown,1845,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Crown,1847,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Crown,1849,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Crown,1887,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Crown,1889,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Crown,1890,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Crown,1891,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Crown,1892,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Crown,1902,Edward VII,St George & Dragon,,Business Strike,.925 Silver,256000,,,,,,,,,,,,,,,,,,
Crown,1902,Edward VII,St George & Dragon,,Matte Proof,.925 Silver,15000,,,,,,,,,,,,,,,,,,
Crown,1927,George V,Crown in Wreath,,Proof,.500 Silver,15000,,,,,,,,,,,,,,,,,,
Crown,1927,George V,Crown in Wreath,,Matte Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Crown,1928,George V,Crown in Wreath,,Business Strike,.500 Silver,9034,,,,,,,,,,,,,,,,,,
Crown,1928,George V,Crown in Wreath,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Crown,1929,George V,Crown in Wreath,,Business Strike,.500 Silver,4994,,,,,,,,,,,,,,,,,,
Crown,1929,George V,Crown in Wreath,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Crown,1930,George V,Crown in Wreath,,Business Strike,.500 Silver,4847,,,,,,,,,,,,,,,,,,
Crown,1930,George V,Crown in Wreath,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Crown,1931,George V,Crown in Wreath,,Business Strike,.500 Silver,4056,,,,,,,,,,,,,,,,,,
Crown,1931,George V,Crown in Wreath,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Crown,1932,George V,Crown in Wreath,,Business Strike,.500 Silver,2395,,,,,,,,,,,,,,,,,,
Crown,1932,George V,Crown in Wreath,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Crown,1933,George V,Crown in Wreath,,Business Strike,.500 Silver,7132,,,,,,,,,,,,,,,,,,
Crown,1933,George V,Crown in Wreath,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Crown,1934,George V,Crown in Wreath,,Business Strike,.500 Silver,932,,,,,,,,,,,,,,,,,,
Crown,1934,George V,Crown in Wreath,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Crown,1935,George V,Rocking Horse,.500 Ag,Business Strike,.500 Silver,715000,,,,,,,,,,,,,,,,,,
Crown,1935,George V,Rocking Horse,.500 Ag Edge Lettering Error,Business Strike,.500 Silver,Inc Abv,,,,,,,,,,,,,,,,,,
Crown,1935,George V,Rocking Horse,.500 Ag Spec. in Box,Business Strike,.500 Silver,,,,,,,,,,,,,,,,,,,
Crown,1935,George V,Rocking Horse,.500 Ag,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Crown,1935,George V,Rocking Horse,.925 Ag,Proof,.925 Silver,2500,,,,,,,,,,,,,,,,,,
Crown,1935,George V,Rocking Horse,.925 Ag Edge Lettering Error,Proof,.925 Silver,Inc Abv,,,,,,,,,,,,,,,,,,
Crown,1935,George V,Rocking Horse,Gold,Proof,Gold,28,,,,,,,,,,,,,,,,,,
Crown,1936,George V,Crown in Wreath,,Business Strike,.500 Silver,2473,,,,,,,,,,,,,,,,,,
Crown,1936,George V,Crown in Wreath,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Crown,1937,George VI,Shield Flanked by Lion and Unicorn,,Business Strike,.500 Silver,419000,,,,,,,,,,,,,,,,,,
Crown,1937,George VI,Shield Flanked by Lion and Unicorn,,Proof,.500 Silver,26000,,,,,,,,,,,,,,,,,,
Crown,1937,George VI,Shield Flanked by Lion and Unicorn,Cameo,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Crown,1937,George VI,Shield Flanked by Lion and Unicorn,,Matte Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Crown,1951,George VI,St George & Dragon,,Business Strike,Cu-Ni,2004000,,,,,,,,,,,,,,,,,,
Crown,1951,George VI,St George & Dragon,,Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Crown,1951,George VI,St George & Dragon,Cameo,Proof,Cu-Ni,50,,,,,,,,,,,,,,,,,,
Crown,1951,George VI,St George & Dragon,,Matte Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Crown,1953,Elizabeth II,Crown Encircled by Shields,,Business Strike,Cu-Ni,5963000,,,,,,,,,,,,,,,,,,
Crown,1953,Elizabeth II,Crown Encircled by Shields,,Proof,Cu-Ni,40000,,,,,,,,,,,,,,,,,,
Crown,1953,Elizabeth II,Crown Encircled by Shields,Cameo,Proof,Cu-Ni,30,,,,,,,,,,,,,,,,,,
Crown,1953,Elizabeth II,Crown Encircled by Shields,,Matte Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Crown,1960,Elizabeth II,Crown Encircled by Shields,,Business Strike,Cu-Ni,1024000,,,,,,,,,,,,,,,,,,
Crown,1960,Elizabeth II,Crown Encircled by Shields,,Prooflike,Cu-Ni,70000,,,,,,,,,,,,,,,,,,
Crown,1960,Elizabeth II,Crown Encircled by Shields,Cameo,Proof,Cu-Ni,50,,,,,,,,,,,,,,,,,,
Crown,1953,Elizabeth II,Churchill,,Business Strike,Cu-Ni,9640000,,,,,,,,,,,,,,,,,,
Crown,1953,Elizabeth II,Churchill,Satin Specimen,Business Strike,Cu-Ni,,,,,,,,,,,,,,,,,,,
Crown,1972,Elizabeth II,Silver Wedding,,Business Strike,Cu-Ni,7452000,,,,,,,,,,,,,,,,,,
Crown,1972,Elizabeth II,Silver Wedding,,Proof,Cu-Ni,150000,,,,,,,,,,,,,,,,,,
Crown,1977,Elizabeth II,Eagle on Spoon,,Business Strike,Cu-Ni,37061000,,,,,,,,,,,,,,,,,,
Crown,1977,Elizabeth II,Eagle on Spoon,,BUNC,Cu-Ni,,,,,,,,,,,,,,,,,,,
Crown,1977,Elizabeth II,Eagle on Spoon,,Proof,Cu-Ni,194000,,,,,,,,,,,,,,,,,,
Crown,1977,Elizabeth II,Eagle on Spoon,Silver,Proof,.925 Silver,377000,,,,,,,,,,,,,,,,,,
Crown,1980,Elizabeth II,Queen Mother,,Business Strike,Cu-Ni,9306000,,,,,,,,,,,,,,,,,,
Crown,1980,Elizabeth II,Queen Mother,Silver,Proof,.925 Silver,84000,,,,,,,,,,,,,,,,,,
Crown,1981,Elizabeth II,Charles and Diana Wedding,,Business Strike,Cu-Ni,26773000,,,,,,,,,,,,,,,,,,
Crown,1981,Elizabeth II,Charles and Diana Wedding,Silver,Proof,.925 Silver,218000,,,,,,,,,,,,,,,,,,
QuarterSovereign,1901,Victoria,St George & Dragon,,Business Strike,Gold,,,,,,,,,,,,,,,,,,,
QuarterSovereign,1902,Edward VII,St George & Dragon,,Business Strike,Gold,,,,,,,,,,,,,,,,,,,
HalfSovereign,1901,Victoria,St George & Dragon,,Business Strike,Gold,2037999,,,,,,,,,,,,,,,,,,
HalfSovereign,1902,Edward VII,St George & Dragon,,Business Strike,Gold,4244000,,,,,,,,,,,,,,,,,,
HalfSovereign,1902,Edward VII,St George & Dragon,,Proof,Gold,15000,,,,,,,,,,,,,,,,,,
HalfSovereign,1903,Edward VII,St George & Dragon,,Business Strike,Gold,2522000,,,,,,,,,,,,,,,,,,
HalfSovereign,1904,Edward VII,St George & Dragon,,Business Strike,Gold,1717000,,,,,,,,,,,,,,,,,,
HalfSovereign,1905,Edward VII,St George & Dragon,,Business Strike,Gold,3024000,,,,,,,,,,,,,,,,,,
HalfSovereign,1906,Edward VII,St George & Dragon,,Business Strike,Gold,4245000,,,,,,,,,,,,,,,,,,
HalfSovereign,1907,Edward VII,St George & Dragon,,Business Strike,Gold,4233000,,,,,,,,,,,,,,,,,,
HalfSovereign,1908,Edward VII,St George & Dragon,,Business Strike,Gold,3997000,,,,,,,,,,,,,,,,,,
HalfSovereign,1909,Edward VII,St George & Dragon,,Business Strike,Gold,4011000,,,,,,,,,,,,,,,,,,
HalfSovereign,1910,Edward VII,St George & Dragon,,Business Strike,Gold,5024000,,,,,,,,,,,,,,,,,,
HalfSovereign,1911,George V,St George & Dragon,,Business Strike,Gold,6104000,,,,,,,,,,,,,,,,,,
HalfSovereign,1911,George V,St George & Dragon,,Proof,Gold,3764,,,,,,,,,,,,,,,,,,
HalfSovereign,1912,George V,St George & Dragon,,Business Strike,Gold,6224000,,,,,,,,,,,,,,,,,,
HalfSovereign,1913,George V,St George & Dragon,,Business Strike,Gold,6094000,,,,,,,,,,,,,,,,,,
HalfSovereign,1914,George V,St George & Dragon,,Business Strike,Gold,7251000,,,,,,,,,,,,,,,,,,
HalfSovereign,1915,George V,St George & Dragon,,Business Strike,Gold,2043000,,,,,,,,,,,,,,,,,,
HalfSovereign,1937,George VI,St George & Dragon,,Proof,Gold,5500,,,,,,,,,,,,,,,,,,
HalfSovereign,1937,George VI,St George & Dragon,,Matte Proof,Gold,1,,,,,,,,,,,,,,,,,,
HalfSovereign,1980,Elizabeth II,St George & Dragon,,Proof,Gold,10000,,,,,,,,,,,,,,,,,,
HalfSovereign,1982,Elizabeth II,St George & Dragon,,Business Strike,Gold,2500000,,,,,,,,,,,,,,,,,,
HalfSovereign,1982,Elizabeth II,St George & Dragon,,Proof,Gold,23000,,,,,,,,,,,,,,,,,,
HalfSovereign,1983,Elizabeth II,St George & Dragon,,Proof,Gold,22000,,,,,,,,,,,,,,,,,,
HalfSovereign,1984,Elizabeth II,St George & Dragon,,Proof,Gold,22000,,,,,,,,,,,,,,,,,,
HalfSovereign,1985,Elizabeth II,St George & Dragon,,Proof,Gold,15800,,,,,,,,,,,,,,,,,,
HalfSovereign,1986,Elizabeth II,St George & Dragon,,Proof,Gold,17075,,,,,,,,,,,,,,,,,,
HalfSovereign,1987,Elizabeth II,St George & Dragon,,Proof,Gold,20687,,,,,,,,,,,,,,,,,,
HalfSovereign,1988,Elizabeth II,St George & Dragon,,Proof,Gold,7074,,,,,,,,,,,,,,,,,,
HalfSovereign,1989,Elizabeth II,Shield on Rose,,Proof,Gold,21824,,,,,,,,,,,,,,,,,,
HalfSovereign,1990,Elizabeth II,St George & Dragon,,Proof,Gold,7889,,,,,,,,,,,,,,,,,,
HalfSovereign,1991,Elizabeth II,St George & Dragon,,Proof,Gold,6076,,,,,,,,,,,,,,,,,,
HalfSovereign,1992,Elizabeth II,St George & Dragon,,Proof,Gold,5915,,,,,,,,,,,,,,,,,,
HalfSovereign,1993,Elizabeth II,St George & Dragon,,Proof,Gold,4651,,,,,,,,,,,,,,,,,,
HalfSovereign,1994,Elizabeth II,St George & Dragon,,Proof,Gold,7176,,,,,,,,,,,,,,,,,,
HalfSovereign,1995,Elizabeth II,St George & Dragon,,Proof,Gold,6730,,,,,,,,,,,,,,,,,,
HalfSovereign,1996,Elizabeth II,St George & Dragon,,Proof,Gold,7340,,,,,,,,,,,,,,,,,,
HalfSovereign,1997,Elizabeth II,St George & Dragon,,Proof,Gold,9177,,,,,,,,,,,,,,,,,,
HalfSovereign,1998,Elizabeth II,St George & Dragon,,Proof,Gold,7496,,,,,,,,,,,,,,,,,,
HalfSovereign,1999,Elizabeth II,St George & Dragon,,Proof,Gold,9403,,,,,,,,,,,,,,,,,,
HalfSovereign,2000,Elizabeth II,St George & Dragon,,Business Strike,Gold,146822,,,,,,,,,,,,,,,,,,
HalfSovereign,2000,Elizabeth II,St George & Dragon,,Proof,Gold,9708,,,,,,,,,,,,,,,,,,
HalfSovereign,2001,Elizabeth II,St George & Dragon,,Business Strike,Gold,94763,,,,,,,,,,,,,,,,,,
HalfSovereign,2001,Elizabeth II,St George & Dragon,,Proof,Gold,6487,,,,,,,,,,,,,,,,,,
HalfSovereign,2002,Elizabeth II,Crowned Shield,,Business Strike,Gold,61347,,,,,,,,,,,,,,,,,,
HalfSovereign,2002,Elizabeth II,Crowned Shield,,Proof,Gold,16947,,,,,,,,,,,,,,,,,,
HalfSovereign,2003,Elizabeth II,St George & Dragon,,Business Strike,Gold,47818,,,,,,,,,,,,,,,,,,
HalfSovereign,2003,Elizabeth II,St George & Dragon,,Proof,Gold,8655,,,,,,,,,,,,,,,,,,
HalfSovereign,2004,Elizabeth II,St George & Dragon,,Business Strike,Gold,34924,,,,,,,,,,,,,,,,,,
HalfSovereign,2004,Elizabeth II,St George & Dragon,,Proof,Gold,6956,,,,,,,,,,,,,,,,,,
HalfSovereign,2005,Elizabeth II,Modern St George & Dragon,,Business Strike,Gold,30299,,,,,,,,,,,,,,,,,,
HalfSovereign,2005,Elizabeth II,Modern St George & Dragon,,Proof,Gold,7969,,,,,,,,,,,,,,,,,,
HalfSovereign,2006,Elizabeth II,St George & Dragon,,Business Strike,Gold,30299,,,,,,,,,,,,,,,,,,
HalfSovereign,2006,Elizabeth II,St George & Dragon,,Proof,Gold,6463,,,,,,,,,,,,,,,,,,
HalfSovereign,2007,Elizabeth II,St George & Dragon,,Business Strike,Gold,75000,,,,,,,,,,,,,,,,,,
HalfSovereign,2007,Elizabeth II,St George & Dragon,,Proof,Gold,5661,,,,,,,,,,,,,,,,,,
HalfSovereign,2008,Elizabeth II,St George & Dragon,,Business Strike,Gold,75000,,,,,,,,,,,,,,,,,,
HalfSovereign,2008,Elizabeth II,St George & Dragon,,Proof,Gold,5602,,,,,,,,,,,,,,,,,,
HalfSovereign,2009,Elizabeth II,St George & Dragon,,Business Strike,Gold,,,,,,,,,,,,,,,,,,,
HalfSovereign,2009,Elizabeth II,St George & Dragon,,Proof,Gold,5412,,,,,,,,,,,,,,,,,,
HalfSovereign,2010,Elizabeth II,St George & Dragon,,Business Strike,Gold,16485,,,,,,,,,,,,,,,,,,
HalfSovereign,2010,Elizabeth II,St George & Dragon,,Proof,Gold,5370,,,,,,,,,,,,,,,,,,
HalfSovereign,2011,Elizabeth II,St George & Dragon,,Business Strike,Gold,,,,,,,,,,,,,,,,,,,
HalfSovereign,2011,Elizabeth II,St George & Dragon,,Proof,Gold,5287,,,,,,,,,,,,,,,,,,
HalfSovereign,2012,Elizabeth II,Pistrucci's St George & Dragon,,Business Strike,Gold,2137,,,,,,,,,,,,,,,,,,
HalfSovereign,2012,Elizabeth II,Pistrucci's St George & Dragon,,Proof,Gold,4900,,,,,,,,,,,,,,,,,,
HalfSovereign,2013,Elizabeth II,St George & Dragon,,Business Strike,Gold,1051,,,,,,,,,,,,,,,,,,
HalfSovereign,2013,Elizabeth II,St George & Dragon,,Proof,Gold,3778,,,,,,,,,,,,,,,,,,
HalfSovereign,2014,Elizabeth II,St George & Dragon,,Business Strike,Gold,672,,,,,,,,,,,,,,,,,,
HalfSovereign,2014,Elizabeth II,St George & Dragon,,Proof,Gold,2717,,,,,,,,,,,,,,,,,,
HalfSovereign,2015,Elizabeth II,St George & Dragon,IRB Portrait,Business Strike,Gold,500,,,,,,,,,,,,,,,,,,
HalfSovereign,2015,Elizabeth II,St George & Dragon,IRB Portrait,Proof,Gold,3203,,,,,,,,,,,,,,,,,,
HalfSovereign,2015,Elizabeth II,St George & Dragon,JC Portrait,Proof,Gold,1046,,,,,,,,,,,,,,,,,,
HalfSovereign,2016,Elizabeth II,St George & Dragon,JC Portrait,Business Strike,Gold,,,,,,,,,,,,,,,,,,,
HalfSovereign,2016,Elizabeth II,St George & Dragon,JC Portrait,BUNC,Gold,472,,,,,,,,,,,,,,,,,,
HalfSovereign,2016,Elizabeth II,St George & Dragon,Butler Portrait,Proof,Gold,3661,,,,,,,,,,,,,,,,,,
HalfSovereign,2017,Elizabeth II,St George & Dragon,200 Privy,Business Strike,Gold,,,,,,,,,,,,,,,,,,,
HalfSovereign,2017,Elizabeth II,St George & Dragon in Garter,,Proof,Gold,4648,,,,,,,,,,,,,,,,,,
HalfSovereign,2018,Elizabeth II,St George & Dragon,,Business Strike,Gold,,,,,,,,,,,,,,,,,,,
HalfSovereign,2018,Elizabeth II,St George & Dragon,65 Privy,Proof,Gold,4444,,,,,,,,,,,,,,,,,,
HalfSovereign,2019,Elizabeth II,St George & Dragon,,Business Strike,Gold,,,,,,,,,,,,,,,,,,,
HalfSovereign,2019,Elizabeth II,St George & Dragon,,Proof,Gold,3626,,,,,,,,,,,,,,,,,,
HalfSovereign,2020,Elizabeth II,St George & Dragon,,Business Strike,Gold,,,,,,,,,,,,,,,,,,,
HalfSovereign,2020,Elizabeth II,St George & Dragon,GR Privy,Proof,Gold,,,,,,,,,,,,,,,,,,,
HalfSovereign,2021,Elizabeth II,St George & Dragon,,Business Strike,Gold,,,,,,,,,,,,,,,,,,,
HalfSovereign,2021,Elizabeth II,St George & Dragon,95 Privy,Proof,Gold,,,,,,,,,,,,,,,,,,,
HalfSovereign,2022,Elizabeth II,Royal Arms,,Business Strike,Gold,,,,,,,,,,,,,,,,,,,
HalfSovereign,2022,Elizabeth II,Royal Arms,,Proof,Gold,,,,,,,,,,,,,,,,,,,
HalfSovereign,2022,Charles III,Royal Arms,,Business Strike,Gold,,,,,,,,,,,,,,,,,,,
HalfSovereign,2022,Charles III,Royal Arms,,Proof,Gold,5993,,,,,,,,,,,,,,,,,,
HalfSovereign,2023,Charles III,St George & Dragon,,Business Strike,Gold,,,,,,,,,,,,,,,,,,,
HalfSovereign,2023,Charles III,St George & Dragon,,Proof,Gold,5993,,,,,,,,,,,,,,,,,,
HalfSovereign,2024,Charles III,St George & Dragon,,Business Strike,Gold,,,,,,,,,,,,,,,,,,,
HalfSovereign,2024,Charles III,St George & Dragon,,Proof,Gold,5993,,,,,,,,,,,,,,,,,,
HalfSovereign,2025,Charles III,St George & Dragon,,Business Strike,Gold,,,,,,,,,,,,,,,,,,,
Sovereign,1901,Victoria,St George & Dragon,,Business Strike,Gold,1579000,,,,,,,,,,,,,,,,,,
Sovereign,1902,Edward VII,St George & Dragon,,Business Strike,Gold,4738000,,,,,,,,,,,,,,,,,,
Sovereign,1902,Edward VII,St George & Dragon,,Proof,Gold,15000,,,,,,,,,,,,,,,,,,
Sovereign,1903,Edward VII,St George & Dragon,,Business Strike,Gold,8889000,,,,,,,,,,,,,,,,,,
Sovereign,1904,Edward VII,St George & Dragon,,Business Strike,Gold,10041000,,,,,,,,,,,,,,,,,,
Sovereign,1905,Edward VII,St George & Dragon,,Business Strike,Gold,5910000,,,,,,,,,,,,,,,,,,
Sovereign,1906,Edward VII,St George & Dragon,,Business Strike,Gold,10467000,,,,,,,,,,,,,,,,,,
Sovereign,1907,Edward VII,St George & Dragon,,Business Strike,Gold,18459000,,,,,,,,,,,,,,,,,,
Sovereign,1908,Edward VII,St George & Dragon,,Business Strike,Gold,11729000,,,,,,,,,,,,,,,,,,
Sovereign,1909,Edward VII,St George & Dragon,,Business Strike,Gold,12157000,,,,,,,,,,,,,,,,,,
Sovereign,1910,Edward VII,St George & Dragon,,Business Strike,Gold,22380000,,,,,,,,,,,,,,,,,,
Sovereign,1911,George V,St George & Dragon,,Business Strike,Gold,30044000,,,,,,,,,,,,,,,,,,
Sovereign,1911,George V,St George & Dragon,,Proof,Gold,3764,,,,,,,,,,,,,,,,,,
Sovereign,1912,George V,St George & Dragon,,Business Strike,Gold,30318000,,,,,,,,,,,,,,,,,,
Sovereign,1913,George V,St George & Dragon,,Business Strike,Gold,24540000,,,,,,,,,,,,,,,,,,
Sovereign,1914,George V,St George & Dragon,,Business Strike,Gold,11501000,,,,,,,,,,,,,,,,,,
Sovereign,1915,George V,St George & Dragon,,Business Strike,Gold,20295000,,,,,,,,,,,,,,,,,,
Sovereign,1916,George V,St George & Dragon,,Business Strike,Gold,1554000,,,,,,,,,,,,,,,,,,
Sovereign,1917,George V,St George & Dragon,,Business Strike,Gold,1014999,,,,,,,,,,,,,,,,,,
Sovereign,1925,George V,St George & Dragon,,Business Strike,Gold,4406000,,,,,,,,,,,,,,,,,,
Sovereign,1937,George V,St George & Dragon,,Proof,Gold,5500,,,,,,,,,,,,,,,,,,
Sovereign,1937,George V,St George & Dragon,,Matte Proof,Gold,1,,,,,,,,,,,,,,,,,,
Sovereign,1957,Elizabeth II,St George & Dragon,,Business Strike,Gold,2072000,,,,,,,,,,,,,,,,,,
Sovereign,1957,Elizabeth II,St George & Dragon,,Proof,Gold,,,,,,,,,,,,,,,,,,,
Sovereign,1958,Elizabeth II,St George & Dragon,,Business Strike,Gold,8700000,,,,,,,,,,,,,,,,,,
Sovereign,1958,Elizabeth II,St George & Dragon,,Proof,Gold,,,,,,,,,,,,,,,,,,,
Sovereign,1959,Elizabeth II,St George & Dragon,,Business Strike,Gold,1358000,,,,,,,,,,,,,,,,,,
Sovereign,1959,Elizabeth II,St George & Dragon,,Proof,Gold,,,,,,,,,,,,,,,,,,,
Sovereign,1962,Elizabeth II,St George & Dragon,,Business Strike,Gold,3000000,,,,,,,,,,,,,,,,,,
Sovereign,1962,Elizabeth II,St George & Dragon,,Proof,Gold,,,,,,,,,,,,,,,,,,,
Sovereign,1963,Elizabeth II,St George & Dragon,,Business Strike,Gold,7400000,,,,,,,,,,,,,,,,,,
Sovereign,1963,Elizabeth II,St George & Dragon,,Proof,Gold,,,,,,,,,,,,,,,,,,,
Sovereign,1964,Elizabeth II,St George & Dragon,,Business Strike,Gold,3000000,,,,,,,,,,,,,,,,,,
Sovereign,1965,Elizabeth II,St George & Dragon,,Business Strike,Gold,3800000,,,,,,,,,,,,,,,,,,
Sovereign,1966,Elizabeth II,St George & Dragon,,Business Strike,Gold,7050000,,,,,,,,,,,,,,,,,,
Sovereign,1967,Elizabeth II,St George & Dragon,,Business Strike,Gold,5000000,,,,,,,,,,,,,,,,,,
Sovereign,1968,Elizabeth II,St George & Dragon,,Business Strike,Gold,4203000,,,,,,,,,,,,,,,,,,
Sovereign,1974,Elizabeth II,St George & Dragon,,Business Strike,Gold,5002566,,,,,,,,,,,,,,,,,,
Sovereign,1976,Elizabeth II,St George & Dragon,,Business Strike,Gold,4045056,,,,,,,,,,,,,,,,,,
Sovereign,1978,Elizabeth II,St George & Dragon,,Business Strike,Gold,6550000,,,,,,,,,,,,,,,,,,
Sovereign,1979,Elizabeth II,St George & Dragon,,Business Strike,Gold,9100000,,,,,,,,,,,,,,,,,,
Sovereign,1979,Elizabeth II,St George & Dragon,,Proof,Gold,50000,,,,,,,,,,,,,,,,,,
Sovereign,1980,Elizabeth II,St George & Dragon,,Business Strike,Gold,5100000,,,,,,,,,,,,,,,,,,
Sovereign,1980,Elizabeth II,St George & Dragon,,Proof,Gold,91200,,,,,,,,,,,,,,,,,,
Sovereign,1981,Elizabeth II,St George & Dragon,,Business Strike,Gold,5000000,,,,,,,,,,,,,,,,,,
Sovereign,1981,Elizabeth II,St George & Dragon,,Proof,Gold,37147,,,,,,,,,,,,,,,,,,
Sovereign,1982,Elizabeth II,St George & Dragon,,Business Strike,Gold,2950000,,,,,,,,,,,,,,,,,,
Sovereign,1982,Elizabeth II,St George & Dragon,,Proof,Gold,22500,,,,,,,,,,,,,,,,,,
Sovereign,1983,Elizabeth II,St George & Dragon,,Proof,Gold,21250,,,,,,,,,,,,,,,,,,
Sovereign,1984,Elizabeth II,St George & Dragon,,Proof,Gold,19975,,,,,,,,,,,,,,,,,,
Sovereign,1985,Elizabeth II,St George & Dragon,,Proof,Gold,17242,,,,,,,,,,,,,,,,,,
Sovereign,1986,Elizabeth II,St George & Dragon,,Proof,Gold,17579,,,,,,,,,,,,,,,,,,
Sovereign,1987,Elizabeth II,St George & Dragon,,Proof,Gold,22479,,,,,,,,,,,,,,,,,,
Sovereign,1988,Elizabeth II,St George & Dragon,,Proof,Gold,18862,,,,,,,,,,,,,,,,,,
Sovereign,1989,Elizabeth II,Shield on Rose,,Proof,Gold,23471,,,,,,,,,,,,,,,,,,
Sovereign,1990,Elizabeth II,St George & Dragon,,Proof,Gold,8425,,,,,,,,,,,,,,,,,,
Sovereign,1991,Elizabeth II,St George & Dragon,,Proof,Gold,7201,,,,,,,,,,,,,,,,,,
Sovereign,1992,Elizabeth II,St George & Dragon,,Proof,Gold,6904,,,,,,,,,,,,,,,,,,
Sovereign,1993,Elizabeth II,St George & Dragon,,Proof,Gold,6090,,,,,,,,,,,,,,,,,,
Sovereign,1994,Elizabeth II,St George & Dragon,,Proof,Gold,7165,,,,,,,,,,,,,,,,,,
Sovereign,1995,Elizabeth II,St George & Dragon,,Proof,Gold,9330,,,,,,,,,,,,,,,,,,
Sovereign,1996,Elizabeth II,St George & Dragon,,Proof,Gold,9110,,,,,,,,,,,,,,,,,,
Sovereign,1997,Elizabeth II,St George & Dragon,,Proof,Gold,9177,,,,,,,,,,,,,,,,,,
Sovereign,1998,Elizabeth II,St George & Dragon,,Proof,Gold,11349,,,,,,,,,,,,,,,,,,
Sovereign,1999,Elizabeth II,St George & Dragon,,Proof,Gold,11903,,,,,,,,,,,,,,,,,,
